2.1025e-06 0.0107315
2.1695e-06 0.0110414
2.2365e-06 0.0110016
2.3035e-06 0.0106651
2.3705e-06 0.0111167
2.4375e-06 0.0113867
2.5045e-06 0.011462
2.5715e-06 0.0108599
2.6385e-06 0.0108776
2.7055e-06 0.0108112
2.7725e-06 0.0111919
2.8395e-06 0.0111742
2.9065e-06 0.0114044
2.9735e-06 0.0111964
3.0405e-06 0.0112583
3.1075e-06 0.0112539
3.1745e-06 0.0109307
3.2415e-06 0.0110945
3.3085e-06 0.0111388
3.3755e-06 0.0113956
3.4425e-06 0.010975
3.5095e-06 0.0110901
3.5765e-06 0.0112406
3.6435e-06 0.011524
3.7105e-06 0.0113956
3.7775e-06 0.0110901
3.8445e-06 0.0116125
3.9115e-06 0.0110016
3.9785e-06 0.0116568
4.0455e-06 0.0107448
4.1125e-06 0.0113425
4.1795e-06 0.0116479
4.2465e-06 0.0114399
4.3135e-06 0.0114044
4.3805e-06 0.0117985
4.4475e-06 0.0113823
4.5145e-06 0.0118029
4.5815e-06 0.0114886
4.6485e-06 0.0119446
4.7155e-06 0.0116435
4.7825e-06 0.0114576
4.8495e-06 0.0117719
4.9165e-06 0.0117498
4.9835e-06 0.0119977
5.0505e-06 0.0113646
5.1175e-06 0.0115373
5.1845e-06 0.0119224
5.2515e-06 0.0116966
5.3185e-06 0.0125998
5.3855e-06 0.0114266
5.4525e-06 0.0114974
5.5195e-06 0.0117852
5.5865e-06 0.0121349
5.6535e-06 0.0120198
5.7205e-06 0.0117675
5.7875e-06 0.0116479
5.8545e-06 0.0121703
5.9215e-06 0.0118914
5.9885e-06 0.0119844
6.0555e-06 0.0121349
6.1225e-06 0.0118693
6.1895e-06 0.0123253
6.2565e-06 0.0117232
6.3235e-06 0.0122854
6.3905e-06 0.0117586
6.4575e-06 0.0126175
6.5245e-06 0.0120907
6.5915e-06 0.012405
6.6585e-06 0.0125334
6.7255e-06 0.0122235
6.7925e-06 0.0128521
6.8595e-06 0.0120021
6.9265e-06 0.0126662
6.9935e-06 0.0125599
7.0605e-06 0.0126086
7.1275e-06 0.0125644
7.1945e-06 0.0122943
7.2615e-06 0.0126219
7.3285e-06 0.0125245
7.3955e-06 0.012861
7.4625e-06 0.0129849
7.5295e-06 0.0134365
7.5965e-06 0.013162
7.6635e-06 0.0130336
7.7305e-06 0.0130204
7.7975e-06 0.000199223
