0.810054 0
0.810161 0
0.810269 0
0.810376 0
0.810483 0
0.810591 0
0.810698 0
0.810806 0
0.810913 0
0.811021 0
0.811128 0
0.811235 0
0.811343 0
0.81145 0
0.811558 0
0.811665 0
0.811772 0
0.81188 0
0.811987 0
0.812095 0
0.812202 0
0.81231 0
0.812417 0
0.812524 0
0.812632 0
0.812739 0
0.812847 0
0.812954 0
0.813062 0
0.813169 0
0.813276 0
0.813384 0
0.813491 0
0.813599 0
0.813706 0
0.813813 0
0.813921 0
0.814028 0
0.814136 0
0.814243 0
0.814351 0
0.814458 0
0.814565 0
0.814673 0
0.81478 0
0.814888 8.85438e-06
0.814995 0.00125732
0.815103 0.0024261
0.81521 0.00265631
0.815317 0.00261204
0.815425 0.00253235
0.815532 0.00254563
0.81564 0.00262532
0.815747 0.00266959
0.815854 0.00261647
0.815962 0.00251464
0.816069 0.00261647
0.816177 0.00267845
0.816284 0.00287325
0.816392 0.00291752
0.816499 0.00301049
0.816606 0.00285996
0.816714 0.002736
0.816821 0.00311674
0.816929 0.00310789
0.817036 0.00306804
0.817144 0.00305476
0.817251 0.00301492
0.817358 0.00324513
0.817466 0.00317872
0.817573 0.0026386
0.817681 0.00196567
0.817788 0.0020188
0.817896 0.00208078
0.818003 0.00190369
0.81811 0.00197453
0.818218 0.00204093
0.818325 0.00184171
0.818433 0.00176645
0.81854 0.00183728
0.818647 0.00193468
0.818755 0.00191255
0.818862 0.00179744
0.81897 0.00195682
0.819077 0.00184614
0.819185 0.00203208
0.819292 0.0019701
0.819399 0.00178858
0.819507 0.00198781
0.819614 0.00198338
0.819722 0.00196567
0.819829 0.00181515
0.819937 0.00195239
0.820044 0.00193468
0.820151 0.00230657
0.820259 0.00235526
0.820366 0.0026209
0.820474 0.00234641
0.820581 0.00240396
0.820688 0.00253678
0.820796 0.00258105
0.820903 0.0024261
0.821011 0.00272272
0.821118 0.00250136
0.821226 0.0023774
0.821333 0.00261647
0.82144 0.0023774
0.821548 0.00246594
0.821655 0.00241282
0.821763 0.0025235
0.82187 0.00259433
0.821978 0.00238625
0.822085 0.00244381
0.822192 0.00265189
0.8223 0.00254563
0.822407 0.00246594
0.822515 0.0026209
0.822622 0.00222245
0.822729 0.00195682
0.822837 0.00176202
0.822944 0.00174874
0.823052 0.00164691
0.823159 0.00178858
0.823267 0.00179744
0.823374 0.00172218
0.823481 0.0016779
0.823589 0.001824
0.823696 0.00184171
0.823804 0.00158936
0.823911 0.00182843
0.824019 0.00184614
0.824126 0.00173546
0.824233 0.00188155
0.824341 0.00176202
0.824448 0.00181515
0.824556 0.00170004
0.824663 0.00169561
0.824771 0.00183728
0.824878 0.00174874
0.824985 0.00186385
0.825093 0.00179301
0.8252 0.00181072
0.825308 0.00183728
0.825415 0.00178858
0.825522 0.00197453
0.82563 0.00182843
0.825737 0.00178416
0.825845 0.00177088
0.825952 0.00178858
0.82606 0.00170889
0.826167 0.00183728
0.826274 0.00174874
0.826382 0.00177973
0.826489 0.00189041
0.826597 0.00173988
0.826704 0.00173546
0.826812 0.00185942
0.826919 0.00184614
0.827026 0.00165134
0.827134 0.00168676
0.827241 0.00157165
0.827349 0.00162921
0.827456 0.00138128
0.827563 0.00151853
0.827671 0.0015141
0.827778 0.00149196
0.827886 0.00154066
0.827993 0.00162478
0.828101 0.00152738
0.828208 0.00164249
0.828315 0.00155394
0.828423 0.00171775
0.82853 0.001824
0.828638 0.00158936
0.828745 0.00157608
0.828853 0.00157165
0.82896 0.00154066
0.829067 0.0017266
0.829175 0.00142998
0.829282 0.00144769
0.82939 0.00155394
0.829497 0.00150524
0.829604 0.00152295
0.829712 0.00147868
0.829819 0.00155837
0.829927 0.0016602
0.830034 0.00147868
0.830142 0.00168233
0.830249 0.00166462
0.830356 0.00155837
0.830464 0.00171775
0.830571 0.00152738
0.830679 0.00162035
0.830786 0.00164249
0.830894 0.00154952
0.831001 0.00145654
0.831108 0.00157608
0.831216 0.00144326
0.831323 0.0015141
0.831431 0.00154952
0.831538 0.00163363
0.831646 0.00169119
0.831753 0.00161592
0.83186 0.00158493
0.831968 0.00152738
0.832075 0.0016602
0.832183 0.00182843
0.83229 0.00165577
0.832397 0.00160707
0.832505 0.0013193
0.832612 0.00149639
0.83272 0.00152738
0.832827 0.00149639
0.832935 0.00157608
0.833042 0.00150524
0.833149 0.00152295
0.833257 0.00162035
0.833364 0.00165577
0.833472 0.00154509
0.833579 0.00170889
0.833687 0.00163806
0.833794 0.00139014
0.833901 0.00135029
0.834009 0.00137243
0.834116 0.00126175
0.834224 0.00138128
0.834331 0.00131045
0.834438 0.00142555
0.834546 0.00120862
0.834653 0.00139899
0.834761 0.00132373
0.834868 0.00125289
0.834976 0.001368
0.835083 0.00131045
0.83519 0.00133258
0.835298 0.0013193
0.835405 0.00133258
0.835513 0.00130159
0.83562 0.00133258
0.835728 0.00134144
0.835835 0.00132373
0.835942 0.001368
0.83605 0.00140342
0.836157 0.00142998
0.836265 0.0013193
0.836372 0.00134587
0.836479 0.0012219
0.836587 0.0012042
0.836694 0.0013193
0.836802 0.00139456
0.836909 0.00142555
0.837017 0.00132373
0.837124 0.00143884
0.837231 0.00139899
0.837339 0.00128388
0.837446 0.00136357
0.837554 0.00134144
0.837661 0.001368
0.837769 0.00137243
0.837876 0.00126618
0.837983 0.00145212
0.838091 0.00115107
0.838198 0.00127946
0.838306 0.00130159
0.838413 0.00132816
0.838521 0.00139014
0.838628 0.00134587
0.838735 0.00138128
0.838843 0.00130602
0.83895 0.00140342
0.839058 0.00129717
0.839165 0.00140342
0.839272 0.00141227
0.83938 0.00147425
0.839487 0.00125289
0.839595 0.00135915
0.839702 0.00149196
0.83981 0.00130602
0.839917 0.00142555
0.840024 0.00140342
0.840132 0.0011555
0.840239 0.00131045
0.840347 0.00138128
0.840454 0.00136357
0.840562 0.00135915
0.840669 0.00147868
0.840776 0.00140342
0.840884 0.00144769
0.840991 0.0013193
0.841099 0.00139014
0.841206 0.0014167
0.841313 0.00142113
